"","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Cabin1","Cabin2","Cabin3","PassengerId","Transported","Name"
"8727","Earth","False","TRAPPIST-1e",23,"False",14,870,0,0,23,"G",7,"P","0080_01",NA,"Llobsoney"
"8728","Earth","False","TRAPPIST-1e",24,"False",483,0,87,214,0,"G",8,"P","0083_01",NA,"Barris"
"8729","Earth","False","TRAPPIST-1e",19,"False",0,20,135,265,367,"E",3,"P","0087_01",NA,"Jarvey"
"8730","Mars","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"F",19,"S","0089_01",NA,"Cha"
"8731","Earth","False","TRAPPIST-1e",27,"False",66,1736,0,0,15,"G",10,"P","0093_01",NA,"Dukertyler"
"8732","Earth","True","TRAPPIST-1e",6,"False",0.298486723011953,0,0,0,0,"G",17,"S","0094_01",NA,"Santantines"
"8733","Earth","False","TRAPPIST-1e",33,"False",0,0,0,866,0,"F",21,"S","0094_02",NA,"Santantines"
"8734","Earth","False","PSO J318.5-22",23,"False",0,0,1235,0,0,"F",18,"P","0095_01",NA,"Benderez"
"8735","Earth","False","PSO J318.5-22",30,"False",1,0,1585,0,484,"F",22,"S","0096_01",NA,"Swanardy"
"8736","Earth","False","TRAPPIST-1e",23.8625245534857,"False",0,17,997,0,0,"G",13,"P","0100_01",NA,"Cochrisons"
"8737","Earth","False","TRAPPIST-1e",1,"False",0,0,0,0,0,"G",13,"P","0100_02",NA,"Cochrisons"
"8738","Earth","False","TRAPPIST-1e",20,"False",1,0,0,599,0,"F",25,"S","0104_01",NA,"Rochan"
"8739","Earth","True","TRAPPIST-1e",17,"False",0,0,0,0,0,"F",26,"S","0106_01",NA,"Puckenton"
"8740","Earth","False","TRAPPIST-1e",34,"False",0,0,39,1,556,"F",22,"P","0109_01",NA,"Wolferton"
"8741","Earth","False","PSO J318.5-22",24,"False",0,22,82,0,686,"E",4,"P","0117_01",NA,"Ewiseston"
"8742","Earth","False","TRAPPIST-1e",29,"False",14,869,71.5531885605089,1,0,"G",14,"P","0118_01",NA,"Moodmandez"
"8743","Earth","False","TRAPPIST-1e",20,"False",1037,1,2,0,1576,"F",26,"P","0121_01",NA,"Mayson"
"8744","Earth","True","55 Cancri e",5,"False",0,0,0,0,0,"G",15,"P","0124_01",NA,"Camerrison"
"8745","Europa","True","55 Cancri e",22,"False",0,0,0,0,0,"B",6,"P","0125_01",NA,"Fulatorly"
"8746","Europa","False","TRAPPIST-1e",16,"False",3966,2872,0,0,2458,"B",6,"P","0125_02",NA,"Fulatorly"
"8747","Earth","True","55 Cancri e",7,"False",0,0,0,0,0,"G",16,"P","0130_01",NA,"Gilesonston"
"8748","Earth","False","55 Cancri e",36,"False",0,0,571,36,0,"F",28,"S","0131_01",NA,"Simstravery"
"8749","Mars","False","55 Cancri e",26,"False",46,315,2305,0,97,"D",4,"S","0132_01",NA,"Potte"
"8750","Earth","False","TRAPPIST-1e",40,"False",413,514,1,0,0,"F",28,"P","0135_01",NA,"Hammonton"
"8751","Earth","True","TRAPPIST-1e",29,"False",0,0,0,0,0,"G",24,"S","0137_01",NA,"Harry"
"8752","Mars","True","TRAPPIST-1e",2,"False",0,0,0,0,0,"F",30,"S","0142_01",NA,"Buth"
"8753","Mars","False","TRAPPIST-1e",23,"False",378,402,0,0,509,"F",30,"S","0142_02",NA,"Buth"
"8754","Mars","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"F",30,"S","0142_03",NA,"Buth"
"8755","Europa","False","55 Cancri e",30,"False",0,8853,6108,29,3523,"C",2,"P","0143_01",NA,"Unloweedic"
"8756","Earth","False","TRAPPIST-1e",56,"False",0,44,23,723,0,"E",6,"P","0145_01",NA,"Hodes"
"8757","Europa","True","TRAPPIST-1e",36,"False",0,0,0,0,0,"B",7,"P","0150_01",NA,"Slowatic"
"8758","Europa","True","TRAPPIST-1e",56,"False",0,0,0,0,0,"B",7,"P","0150_02",NA,"Slowatic"
"8759","Earth","False","TRAPPIST-1e",19,"False",32,0,521,0,223,"F",32,"S","0153_01",NA,"Meleon"
"8760","Earth","True","PSO J318.5-22",39,"False",0,0,0,0,0,"G",21,"P","0154_01",NA,"Brenney"
"8761","Mars","False","TRAPPIST-1e",38,"False",2,26,148,1213,0,"F",33,"P","0155_01",NA,"Harta"
"8762","Mars","True","TRAPPIST-1e",24.4273814923839,"False",0,0,0,0,0,"F",34,"P","0156_01",NA,"Upead"
"8763","Europa","False","TRAPPIST-1e",35,"False",0,463,0,1502,585,"A",1,"P","0157_01",NA,"Fulazy"
"8764","Earth","False","55 Cancri e",26,"False",832,0,0,21,136,"E",9,"S","0158_01",NA,"Jacobbinson"
"8765","Earth","False","TRAPPIST-1e",31,"False",0,0,705,0,0,"F",33,"S","0158_02",NA,"Jacobbinson"
"8766","Earth","False","TRAPPIST-1e",38,"False",0,3,0,756,0,"F",34,"S","0159_01",NA,"Irwines"
"8767","Earth","False","55 Cancri e",27,"False",225.941078457458,11,0,0,1172,"F",35,"P","0161_01",NA,"Donson"
"8768","Mars","True","55 Cancri e",30,"False",0,0,0,0,0,"F",36,"P","0162_01",NA,"Ble"
"8769","Earth","False","TRAPPIST-1e",22,"False",0,772,0,0,0,"G",29,"S","0166_01",NA,"Rocholton"
"8770","Europa","True","TRAPPIST-1e",29,"False",0,0,0,0,0,"C",7,"S","0168_01",NA,"Oradly"
"8771","Earth","True","TRAPPIST-1e",0,"False",0,0,0,0,0,"G",25,"P","0175_01",NA,"Benney"
"8772","Earth","True","55 Cancri e",8,"False",0,0,0,0,0,"G",25,"P","0175_02",NA,"Benney"
"8773","Earth","True","TRAPPIST-1e",3,"False",0,0,0,0,0,"G",25,"P","0175_03",NA,"Benney"
"8774","Earth","True","TRAPPIST-1e",27,"False",0,0,0,0,0,"G",25,"P","0175_04",NA,"Benney"
"8775","Earth","False","TRAPPIST-1e",9,"False",0,0,0,0,0,"G",25,"P","0175_05",NA,"Benney"
"8776","Earth","False","PSO J318.5-22",29,"False",362,15,0,0,450,"F",39,"P","0176_01",NA,"Stannondez"
"8777","Earth","False","TRAPPIST-1e",18,"False",756,116,0,1,58,"F",40,"P","0180_01",NA,"Kellynn"
"8778","Mars","False","TRAPPIST-1e",22,"False",197,0,1175,0,0,"E",7,"P","0184_01",NA,"Gerry"
"8779","Mars","False","TRAPPIST-1e",24,"False",6,11,1404,0,0,"F",37,"S","0185_01",NA,"Cooki"
"8780","Mars","True","55 Cancri e",25,"False",0,0,0,0,0,"F",38,"S","0187_01",NA,"Kidne"
"8781","Earth","False","TRAPPIST-1e",36,"False",261,0,206,465,0,"F",39,"S","0191_01",NA,"Currisones"
"8782","Europa","True","TRAPPIST-1e",14,"False",0,0,0,0,0,"C",4,"P","0194_01",NA,"Extraly"
"8783","Europa","True","55 Cancri e",24,"False",0,0,0,0,0,"C",4,"P","0194_02",NA,"Extraly"
"8784","Europa","False","55 Cancri e",26,"True",0,275,0,4572,163,"C",4,"P","0194_03",NA,"Extraly"
"8785","Earth","False","PSO J318.5-22",29,"False",1669,2,242,155,0,"F",43,"P","0204_01",NA,"Goldendrice"
"8786","Earth","False","TRAPPIST-1e",40,"False",44,0,565,0,18,"G",33,"P","0208_01",NA,"Vales"
"8787","Europa","False","TRAPPIST-1e",36,"False",33,3952.54944903778,0,12767,1193,"B",10,"P","0209_01",NA,"Clindy"
"8788","Europa","False","TRAPPIST-1e",46,"False",717,516,4,2,2439,"E",12,"S","0214_01",NA,"Pistage"
"8789","Europa","False","TRAPPIST-1e",42,"False",4762,20,0,4,41,"E",12,"S","0214_02",NA,"Pistage"
"8790","Earth","True","TRAPPIST-1e",23,"False",0,0,0,0,0,"G",34,"P","0215_01",NA,"Waterson"
"8791","Earth","False","TRAPPIST-1e",19,"False",741,12,1,0,0,"G",35,"P","0218_01",NA,"Alshipson"
"8792","Europa","False","55 Cancri e",25,"False",3,3833,8098,1531,0,"D",7,"S","0226_01",NA,"Matimple"
"8793","Earth","True","TRAPPIST-1e",22,"False",0,0,0,0,0,"G",777.515125945861,"S","0227_01",NA,"Buckentry"
"8794","Europa","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"B",4,"S","0228_01",NA,"Dompul"
"8795","Europa","False","55 Cancri e",39,"False",0,25273,0,13,1714,"B",4,"S","0228_02",NA,"Asharing"
"8796","Europa","True","55 Cancri e",42,"False",0,0,0,0,0,"B",4,"S","0228_03",NA,"Dompul"
"8797","Europa","False","TRAPPIST-1e",35,"False",0,1442,0,1813,6439,"B",4,"S","0228_04",NA,"Dompul"
"8798","Earth","True","PSO J318.5-22",29,"False",0,0,0,0,0,"F",49,"P","0230_01",NA,"Burksson"
"8799","Earth","False","TRAPPIST-1e",20,"False",786,0,0,0,237.087667339597,"F",49,"P","0230_02",NA,"Burksson"
"8800","Earth","True","TRAPPIST-1e",25,"False",0,0,0,0,0,"G",40,"P","0235_01",NA,"Hickerson"
"8801","Mars","True","TRAPPIST-1e",36,"False",0,0,0,0,0,"F",51,"P","0236_01",NA,"Nutte"
"8802","Mars","False","TRAPPIST-1e",39,"False",2556,0,22,0,0,"D",7,"P","0238_01",NA,"Chcak"
"8803","Europa","True","55 Cancri e",23,"False",0,0,0,0,0,"D",9,"P","0247_01",NA,"Gulcepusy"
"8804","Europa","True","55 Cancri e",19,"False",0,0,0,0,0,"D",9,"P","0247_02",NA,"Gulcepusy"
"8805","Earth","False","TRAPPIST-1e",50,"False",0,0,78,751,78,"G",41,"P","0249_01",NA,"Prickmantes"
"8806","Earth","False","PSO J318.5-22",41,"False",0,0,728,0,0,"F",48,"S","0256_01",NA,"Bensley"
"8807","Mars","False","55 Cancri e",19,"False",1,0,2839,85,0,"F",55,"P","0259_01",NA,"Floaf"
"8808","Earth","False","TRAPPIST-1e",20,"False",186,0,0,602,100,"G",39,"S","0262_01",NA,NA
"8809","Europa","True","55 Cancri e",19,"False",0,0,0,0,0,"B",5,"S","0264_01",NA,"Anindery"
"8810","Europa","True","TRAPPIST-1e",38,"False",0,0,0,0,0,"B",5,"S","0264_02",NA,"Anindery"
"8811","Europa","False","55 Cancri e",32,"False",1340,2700.22339123093,0,8517,1256,"B",5,"S","0264_03",NA,"Anindery"
"8812","Mars","False","TRAPPIST-1e",44,"False",696,0,462,46,94,"E",12,"P","0266_01",NA,"Muff"
"8813","Mars","False","TRAPPIST-1e",18,"False",1542,0,138,0,0,"F",57,"P","0266_02",NA,"Muff"
"8814","Mars","False","TRAPPIST-1e",49,"False",108,0,41,1560,0,"F",58,"P","0268_01",NA,"Nutca"
"8815","Mars","False","55 Cancri e",23,"False",3186,0,0,2,0,"E",13,"P","0268_02",NA,"Nutca"
"8816","Earth","False","TRAPPIST-1e",31,"False",41,334,1,62,484,"G",44,"P","0271_01",NA,"Alfordonard"
"8817","Mars","False","TRAPPIST-1e",55,"False",1054,0,2,0,1,"D",10,"P","0272_01",NA,"Graie"
"8818","Mars","False","TRAPPIST-1e",60,"False",60,0,7022,0,0,"F",60,"P","0273_01",NA,"Ste"
"8819","Mars","True","TRAPPIST-1e",20,"False",0,0,0,0,0,"F",60,"P","0273_02",NA,"Ste"
"8820","Mars","False","TRAPPIST-1e",34,"False",301,0,79,919,0,"E",14,"P","0273_03",NA,"Ste"
"8821","Mars","False","TRAPPIST-1e",14,"False",123,0,0,1936,22,"E",17,"S","0274_01",NA,"Melto"
"8822","Mars","True","TRAPPIST-1e",26,"False",0,176.24835313934,0,0,271.18898268398,"E",17,"S","0274_02",NA,"Melto"
"8823","Europa","False","55 Cancri e",19,"False",0,86,0,368,4055,"B",6,"S","0276_01",NA,"Pabler"
"8824","Europa","True","TRAPPIST-1e",25,"False",0,0,0,0,0,"B",6,"S","0276_02",NA,"Pabler"
"8825","Earth","False","55 Cancri e",42,"False",98,10,0,613,0,"F",62,"P","0279_01",NA,"Conleydenan"
"8826","Earth","False","TRAPPIST-1e",18,"False",212,678,12,0,0,"F",53,"S","0280_01",NA,"Mcfaddoxter"
"8827","Mars","False","TRAPPIST-1e",50,"False",0,0,1299,0,0,"E",15,"P","0284_01",NA,"Datie"
"8828","Earth","False","TRAPPIST-1e",26,"False",0,125.509190485657,0,1079,281,"F",56,"S","0292_01",NA,"Chardsonnon"
"8829","Europa","True","TRAPPIST-1e",47,"False",0,0,0,0,0,"B",141.898168517205,"P","0293_01",NA,"Suptibler"
"8830","Earth","False","PSO J318.5-22",35,"False",96.0248854166667,627,0,44,0,"F",66,"P","0295_01",NA,"Hardley"
"8831","Mars","False","55 Cancri e",58,"False",73,0,422,978,0,"F",57,"S","0296_01",NA,"Cort"
"8832","Earth","False","55 Cancri e",20,"False",376,0,242,1,0,"F",58,"S","0299_01",NA,"Hickett"
"8833","Europa","False","TRAPPIST-1e",28,"False",5,11549,132,4966,524,"D",11,"P","0300_01",NA,"Ofracculy"
"8834","Earth","True","PSO J318.5-22",12,"False",0.17610127826795,0,0,0,0,"G",48,"P","0308_01",NA,NA
"8835","Earth","False","55 Cancri e",20,"False",1215.34637019206,0,0,10,0,"E",17,"P","0311_01",NA,"Simmonders"
"8836","Earth","True","TRAPPIST-1e",22,"False",0,0,0,0,0,"G",49,"P","0312_01",NA,"Hoffergess"
"8837","Earth","False","TRAPPIST-1e",31,"False",0,34,81,0,608,"G",43,"S","0317_01",NA,"Medington"
"8838","Earth","True","PSO J318.5-22",24,"False",0,0,0,0,0,"G",52,"P","0318_01",NA,"Solon"
"8839","Mars","False","TRAPPIST-1e",17,"False",1031,0,1026,42,0,"E",18,"P","0319_01",NA,"Prie"
"8840","Mars","True","55 Cancri e",29.1886168692703,"False",0,0,0,0,0,"F",69,"P","0319_02",NA,"Prie"
"8841","Earth","True","55 Cancri e",18,"False",0,0,0,0,0,"G",813.330111987704,"P","0323_01",NA,"Gaineyerson"
"8842","Earth","False","TRAPPIST-1e",48,"False",155.892329169856,755,0,0,0,"G",54,"P","0325_01",NA,"Mccarveymon"
"8843","Earth","False","TRAPPIST-1e",38,"False",3,1252,1,0,0,"F",71,"P","0328_01",NA,"Singtons"
"8844","Europa","True","55 Cancri e",33,"False",0,0,0,0,0,"B",14,"P","0329_01",NA,"Rewmid"
"8845","Earth","True","TRAPPIST-1e",20,"False",0,0,0,0,0,"G",55,"P","0332_01",NA,"Pooles"
"8846","Mars","False","TRAPPIST-1e",22,"False",0,0,0,0,0,"E",20,"S","0335_01",NA,"Coff"
"8847","Earth","False","TRAPPIST-1e",52,"False",356,34,288,0,124,"F",75,"P","0339_01",NA,"Barnolderg"
"8848","Earth","False","55 Cancri e",15,"False",638,0,7,0,0,"F",75,"P","0339_02",NA,"Colleruces"
"8849","Earth","False","TRAPPIST-1e",25,"False",10,2,755,0,9,"F",75,"P","0339_03",NA,"Colleruces"
"8850","Earth","True","55 Cancri e",14,"False",0,0,0,0,0,"G",56,"P","0339_04",NA,"Perkings"
"8851","Earth","True","55 Cancri e",19.7665285505137,"False",0,0,0,0,0,"G",56,"P","0339_05",NA,"Colleruces"
"8852","Earth","False","TRAPPIST-1e",16,"False",1395,0,0,21,522,"F",75,"P","0339_06",NA,"Colleruces"
"8853","Earth","False","TRAPPIST-1e",48,"False",1,0,259,308,450,"G",56,"P","0339_07",NA,"Barnolderg"
"8854","Earth","False","TRAPPIST-1e",36,"False",0,69,0,0,796,"F",75,"P","0339_08",NA,"Barnolderg"
"8855","Earth","False","PSO J318.5-22",19,"False",0,74,610,0,107.933798201883,"E",19,"P","0342_01",NA,"Headardyer"
"8856","Earth","True","PSO J318.5-22",43,"False",0,0,0,0,0,"G",58,"P","0342_02",NA,"Headardyer"
"8857","Europa","True","TRAPPIST-1e",32,"False",0,0,0,0,0,"C",8,"P","0344_01",NA,"Stranbeate"
"8858","Europa","False","55 Cancri e",54,"False",0,8,4391,4882,7,"C",8,"P","0344_02",NA,NA
"8859","Europa","False","TRAPPIST-1e",33,"False",0,1030,0,3490,5832,"A",4,"S","0349_01",NA,"Ametic"
"8860","Europa","True","TRAPPIST-1e",21,"False",0,0,0,0,0,"A",4,"S","0349_02",NA,"Ametic"
"8861","Europa","False","TRAPPIST-1e",33,"False",23,0,737,493,1373,"A",4,"S","0349_03",NA,"Ametic"
"8862","Europa","True","55 Cancri e",28,"False",0,0,0,0,0,"A",4,"S","0349_04",NA,"Ametic"
"8863","Europa","False","TRAPPIST-1e",23,"False",0,1468,0,704,1193,"A",4,"S","0349_05",NA,"Ametic"
"8864","Europa","False","TRAPPIST-1e",26,"False",8,67,0,393,1975,"A",4,"S","0349_06",NA,"Ametic"
"8865","Mars","True","TRAPPIST-1e",41,"False",0,0,0,0,0,"F",77,"P","0351_01",NA,"Fache"
"8866","Earth","True","TRAPPIST-1e",2,"False",0.176101278267992,0,0,0,0,"G",61,"P","0353_01",NA,"Jacostanley"
"8867","Earth","True","PSO J318.5-22",21,"False",0,0,0,0,0,"G",61,"P","0353_02",NA,"Jacostanley"
"8868","Earth","False","PSO J318.5-22",70,"False",130,0,1247,0,3,"F",79,"P","0354_01",NA,"Waltonson"
"8869","Earth","False","TRAPPIST-1e",20,"False",0,1704,3,0,0,"F",80,"P","0362_01",NA,"Gardonadox"
"8870","Earth","False","TRAPPIST-1e",31,"False",273,722,1,0,0,"E",22,"S","0363_01",NA,"Fowlesterez"
"8871","Earth","False","TRAPPIST-1e",8,"False",0,0,0,0,51.5087440688042,"E",22,"S","0363_02",NA,"Fowlesterez"
"8872","Earth","True","TRAPPIST-1e",5,"False",0,0,0,0,0,"E",22,"S","0363_03",NA,"Fowlesterez"
"8873","Mars","False","TRAPPIST-1e",45,"False",288,0,932,4,0,"F",81,"P","0364_01",NA,"Chité"
"8874","Mars","False","TRAPPIST-1e",37,"False",731,0,517,50,0,"F",981.810047549272,"P","0364_02",NA,"Chité"
"8875","Earth","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"G",52,"S","0366_01",NA,NA
"8876","Europa","False","55 Cancri e",55,"False",0,538,0,6,5288,"D",11,"S","0367_01",NA,"Dischod"
"8877","Earth","False","TRAPPIST-1e",18,"False",0,251,140.301644801314,0,553,"F",86,"P","0374_01",NA,"Sterreray"
"8878","Earth","False","TRAPPIST-1e",36,"False",6,0,0,783,0,"G",737.971871779286,"P","0374_02",NA,"Sterreray"
"8879","Mars","False","TRAPPIST-1e",59,"False",1678,163.094685328919,0,0,0,"D",12,"S","0386_01",NA,"Fiha"
"8880","Earth","True","TRAPPIST-1e",61,"False",0,0,0,0,0,"G",67,"P","0390_01",NA,"Mejiaddox"
"8881","Earth","False","55 Cancri e",46,"False",4908,1,3,1,14,"G",58,"S","0393_01",NA,"Whitledges"
"8882","Mars","False","TRAPPIST-1e",29,"False",87,1192,67,0,3,"F",87,"P","0394_01",NA,"Facke"
"8883","Earth","True","TRAPPIST-1e",18,"False",0,0,0,0,0,"G",68,"P","0399_01",NA,"Lewinton"
"8884","Europa","True","TRAPPIST-1e",20,"False",0,0,0,0,0,"C",10,"P","0400_01",NA,"Aroodint"
"8885","Mars","False","TRAPPIST-1e",28,"False",4,0,2219,0,0,"F",88,"P","0404_01",NA,"Kate"
"8886","Earth","False","TRAPPIST-1e",26,"False",708,183,10,0,0,"F",70,"S","0406_01",NA,"Prinson"
"8887","Earth","False","TRAPPIST-1e",32,"False",642,0,759,332,1444,"F",93,"P","0414_01",NA,"Hutchinton"
"8888","Earth","False","TRAPPIST-1e",18,"False",658,0,0,0,5,"E",23,"S","0416_01",NA,"Ocherman"
"8889","Earth","False","TRAPPIST-1e",50,"False",1,0,0,736,0,"F",94,"P","0418_01",NA,"Brantuarez"
"8890","Earth","False","TRAPPIST-1e",47,"False",239,75,487,7,0,"G",70,"P","0419_01",NA,"Monsoney"
"8891","Earth","True","PSO J318.5-22",15,"False",0,0,0,0,0,"G",70,"P","0419_02",NA,NA
"8892","Earth","True","PSO J318.5-22",35,"False",0,0,0,0,0,"G",70,"P","0419_03",NA,"Monsoney"
"8893","Earth","False","TRAPPIST-1e",49,"False",189,34.3273903344939,0,882,0,"F",95,"P","0420_01",NA,"Kellson"
"8894","Europa","False","55 Cancri e",32,"False",0,2116,6252,0,81,"C",12,"P","0421_01",NA,"Bradiary"
"8895","Earth","False","TRAPPIST-1e",63,"False",4,6,0,244.587695671209,835,"G",61,"S","0422_01",NA,"Hooperez"
"8896","Mars","False","TRAPPIST-1e",54,"False",129,0,441,1028,0,"F",73,"S","0424_01",NA,"Tité"
"8897","Earth","False","TRAPPIST-1e",21,"False",128,0,20,628,0,"F",74,"S","0426_01",NA,"Hoppers"
"8898","Mars","False","TRAPPIST-1e",38,"False",1030,1347,197,3,0,"D",14,"P","0440_01",NA,"Gre"
"8899","Mars","False","TRAPPIST-1e",50,"False",0,0,0,0,0,"E",24,"S","0443_01",NA,"Erpie"
"8900","Earth","False","PSO J318.5-22",32,"False",1,0,858,0,689,"F",82,"S","0450_01",NA,"Mallerez"
"8901","Europa","True","55 Cancri e",33,"False",0,0,0,0,0,"C",17,"S","0451_01",NA,"Witive"
"8902","Europa","False","TRAPPIST-1e",30,"False",0,870,67,1,461,"D",16,"P","0455_01",NA,"Aiming"
"8903","Earth","True","TRAPPIST-1e",28,"False",0,0,0,0,0.0624606299156892,"G",68,"S","0464_01",NA,"Emenez"
"8904","Mars","True","TRAPPIST-1e",22,"False",0,0,0,0,0,"D",17,"P","0467_01",NA,"Keen"
"8905","Mars","True","TRAPPIST-1e",30.8229564937327,"False",0,0,0,0,-5.47458967048442e-12,"D",17,"P","0467_02",NA,"Keen"
"8906","Mars","True","55 Cancri e",37,"False",0,0,0,0,0,"D",17,"P","0467_03",NA,"Keen"
"8907","Mars","False","TRAPPIST-1e",59,"False",53,0,2736,0,0,"D",17,"P","0467_04",NA,"Keen"
"8908","Europa","False","TRAPPIST-1e",31,"False",0,2522,0,0,2756,"C",18,"S","0469_01",NA,"Femoused"
"8909","Earth","False","TRAPPIST-1e",25,"False",246,0,541,0,16,"F",102,"P","0473_01",NA,"Sweett"
"8910","Europa","False","TRAPPIST-1e",38,"False",8,147,0,7668,46,"C",14,"P","0478_01",NA,"Mallisly"
"8911","Europa","True","55 Cancri e",37,"False",0,0,0,0,0,"C",14,"P","0478_02",NA,"Mallisly"
"8912","Europa","True","55 Cancri e",44,"False",0,0,0,0,0,"B",16,"S","0479_01",NA,"Trovetert"
"8913","Europa","True","TRAPPIST-1e",28,"False",0,0,0,0,0,"D",18,"P","0483_01",NA,"Flutorly"
"8914","Europa","False","TRAPPIST-1e",45,"False",0,0,0,0,0,"D",18,"P","0483_02",NA,"Flutorly"
"8915","Mars","True","55 Cancri e",53,"False",0,0,0,0,0,"F",104,"P","0484_01",NA,"Hotty"
"8916","Earth","False","55 Cancri e",21,"False",0,0,687,0,21,"G",75,"P","0486_01",NA,"Gletonerson"
"8917","Mars","True","TRAPPIST-1e",33,"False",0,0,0,0,0,"E",31,"P","0489_01",NA,"Knike"
"8918","Mars","True","TRAPPIST-1e",18,"False",0,0,0,0,0,"F",105,"P","0489_02",NA,"Knike"
"8919","Earth","False","PSO J318.5-22",37,"False",124.537555918892,0,1022,15,0,"F",106,"P","0491_01",NA,"Cobson"
"8920","Mars","False","TRAPPIST-1e",34,"False",648,0,371,38,0,"D",17,"S","0492_01",NA,"Pate"
"8921","Earth","True","TRAPPIST-1e",46,"False",0,0,0,0,0,"G",72,"S","0493_01",NA,NA
"8922","Europa","True","55 Cancri e",18,"False",0,0,0,0,0,"C",15,"P","0494_01",NA,"Ereatible"
"8923","Europa","False","TRAPPIST-1e",19,"False",1,1378,63,163,659,"C",15,"P","0494_02",NA,"Ereatible"
