"","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Cabin1","Cabin2","Cabin3","PassengerId","Transported","Name"
"121","Mars","False","TRAPPIST-1e",61,"True",2353,334,9,316,2,"D",3,"S","0128_01","False","Fles"
"122","Mars","False","TRAPPIST-1e",45,"False",2103,6,0,0,0,"E",8,"S","0128_02","False","Fles"
"123","Earth","True","PSO J318.5-22",22,"False",0,0,-5.1986148719152e-12,0,0,"G",22,"S","0129_01","True","Fowles"
"124","Mars","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"F",29,"S","0133_01","True","Blie"
"125","Mars","False","TRAPPIST-1e",36,"False",2738,0,0,0,0,"D",5,"S","0133_02","False","Blie"
"126","Earth","False","TRAPPIST-1e",19,"False",0,14,730,0,0,"G",17,"P","0134_01","True","Harmontry"
"127","Earth","False","PSO J318.5-22",47,"False",97,418,126,25,55,"G",23,"S","0136_01","False",NA
"128","Earth","True","TRAPPIST-1e",13,"False",0,0,0,0,0,"G",18,"P","0138_01","True","Gambs"
"129","Earth","False","TRAPPIST-1e",34,"False",0,22,0,564,207,"E",5,"P","0138_02","False","Gambs"
"130","Europa","True","55 Cancri e",35,"False",0,0,0,0,0,"C",6,"S","0139_01","True","Myling"
"131","Earth","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"G",19,"P","0140_01","True","Mejiaddox"
"132","Earth","False","TRAPPIST-1e",26,"False",440,0,0,0,462,"F",29,"P","0140_02","False","Whitakers"
"133","Mars","False","TRAPPIST-1e",31,"False",1333.91095851033,0,97,0,0,"F",30,"P","0141_01","False","Harte"
"134","Earth","False","TRAPPIST-1e",20,"False",0,420,210,0,0,"F",31,"S","0144_01","True","Dayers"
"135","Earth","False","TRAPPIST-1e",56,"False",0,0,0,0,0,"G",25,"S","0146_01","False","Wolferguson"
"136","Earth","True","TRAPPIST-1e",50,"False",0,0,0,0,0,"G",26,"S","0147_01","True","Hubbarrison"
"137","Mars","False","TRAPPIST-1e",42,"False",1072,0,10,0,76,"F",31,"P","0148_01","False","Pashe"
"138","Earth","True","55 Cancri e",19.0959177072496,"False",0,0,0,0,0,"G",27,"S","0149_01","True","Hubbarrison"
"139","Earth","True","55 Cancri e",38,"False",0,0,0,0,0,"G",20,"P","0151_01","False","Simson"
"140","Earth","False","TRAPPIST-1e",41,"False",0,0,0,0,607,"F",32,"P","0152_01","False","Estron"
"141","Earth","False","TRAPPIST-1e",22,"False",4119,0,0,0,61,"G",22,"P","0160_01","False","Atkinney"
"142","Europa","True","TRAPPIST-1e",26,"False",0,0,0,0,0,"B",8,"P","0163_01","True","Hetforhaft"
"143","Europa","True","TRAPPIST-1e",17,"False",0,0,0,0,0,"B",8,"P","0163_02","True","Hetforhaft"
"144","Earth","False","TRAPPIST-1e",57,"False",50,1688,0,542.638631324643,135,"G",28,"S","0164_01","True","Hutchinton"
"145","Earth","True","PSO J318.5-22",17,"False",0,0,0,0,0,"G",28,"S","0164_02","False","Hutchinton"
"146","Mars","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"F",37,"P","0165_01","True","Anche"
"147","Mars","True","TRAPPIST-1e",13,"False",0,0,0,0,0,"F",35,"S","0167_01","True","Floaf"
"148","Mars","False","TRAPPIST-1e",27,"False",1365,0,48,22,137,"F",35,"S","0167_02","False","Floaf"
"149","Earth","True","TRAPPIST-1e",31,"False",0,0,0,0,0,"G",23,"P","0169_01","False","Fisherry"
"150","Earth","False","TRAPPIST-1e",24,"False",0,0,0,221,567,"E",10,"S","0170_01","False","Mcmahoney"
"151","Earth","True","PSO J318.5-22",19,"False",0,0,0,0,0,"G",30,"S","0171_01","True","Gordanieves"
"152","Earth","True","TRAPPIST-1e",32,"False",0,0,0,0,0,"G",24,"P","0172_01","True","Johnshines"
"153","Earth","False","TRAPPIST-1e",58,"False",0,985,0,5,0,"E",11,"S","0173_01","True","Grifford"
"154","Earth","False","55 Cancri e",21,"False",287,0,16,115,175,"F",38,"P","0174_01","False","Lambles"
"155","Europa","False","TRAPPIST-1e",38,"False",0,10346,1,14970,2111,"B",2,"S","0177_01","False","Iniouser"
"156","Mars","False","TRAPPIST-1e",38,"False",3414,0,161,28,119,"D",6,"S","0178_01","False","Knik"
"157","Earth","False","TRAPPIST-1e",19,"False",1,219,673,2,11,"G",26,"P","0179_01","True","Webstephrey"
"158","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"G",26,"P","0179_02","False","Webstephrey"
"159","Earth","False","TRAPPIST-1e",3,"False",0,0,0,0,0,"G",26,"P","0179_03","True","Webstephrey"
"160","Earth","False","TRAPPIST-1e",20,"False",0,0,3,299,92,"G",27,"P","0181_01","False","Brighttt"
"161","Europa","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"C",3,"P","0182_01","True","Disight"
"162","Earth","False","TRAPPIST-1e",37,"False",17,146,426,0,232,"F",36,"S","0183_01","True","Weaves"
"163","Earth","False","TRAPPIST-1e",25,"False",62,0,0,0,956,"G",28,"P","0186_01","False","Shephendry"
"164","Earth","True","TRAPPIST-1e",56,"False",0,0,0,0,0,"G",31,"S","0188_01","True","Romez"
"165","Earth","False","55 Cancri e",49,"False",84,3,401,202,98,"E",8,"P","0189_01","False","Booters"
"166","Earth","True","55 Cancri e",11,"False",0,0,0,0,0,"G",32,"S","0190_01","False",NA
"167","Earth","True","TRAPPIST-1e",1,"False",0,0,0,0,0,"G",29,"P","0192_01","True","Adavisons"
"168","Earth","False","TRAPPIST-1e",8,"False",0,0,0,0,0,"G",29,"P","0192_02","False","Adavisons"
"169","Earth","False","TRAPPIST-1e",39,"False",0,0,10,898,0,"G",29,"P","0192_03","False","Adavisons"
"170","Mars","True","TRAPPIST-1e",2,"False",0,0,0,0,0,"F",41,"P","0193_01","True","Raf"
"171","Mars","False","TRAPPIST-1e",23,"False",690.902254573041,0,8,1072,0,"F",41,"P","0193_02","False","Raf"
"172","Mars","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"F",41,"P","0193_03","True","Raf"
"173","Mars","False","TRAPPIST-1e",39,"False",406,0,867,0,0,"F",42,"P","0195_01","True","Floaf"
"174","Mars","False","PSO J318.5-22",25,"False",1052,0,719,0,7,"D",5,"P","0196_01","False","Emead"
"175","Europa","False","TRAPPIST-1e",36,"False",0,972,0,795,575,"C",5,"P","0197_01","False","Dissper"
"176","Earth","True","PSO J318.5-22",52,"False",0,0,0,0,0,"G",30,"P","0198_01","True","Cookson"
"177","Earth","True","TRAPPIST-1e",18,"False",0,0,0,0,0,"G",33,"S","0199_01","False","Morrows"
"178","Earth","True","TRAPPIST-1e",15,"False",0,0,0,0,0,"G",31,"P","0200_01","True","Colomonson"
"179","Europa","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"B",3,"S","0201_01","True","Bacistion"
"180","Europa","True","TRAPPIST-1e",47,"False",0,0,0,0,0,"B",3,"S","0201_02","True","Bacistion"
"181","Europa","True","55 Cancri e",45,"False",0,0,0,0,0,"B",9,"P","0202_01","True","Embleng"
"182","Europa","False","55 Cancri e",33.9056728184097,"False",0,2433,142.381158363527,878,443,"A",2,"P","0202_02","True","Embleng"
"183","Europa","True","TRAPPIST-1e",51,"False",0,0,0,0,0,"C",8,"S","0203_01","True","Heateele"
"184","Earth","False","TRAPPIST-1e",29,"False",0,2,66,0,705,"G",34,"S","0205_01","False","Oneiles"
"185","Europa","False","55 Cancri e",35.4465957975001,"False",2,1720,12,1125,122,"C",9,"S","0206_01","True","Brugashed"
"186","Earth","True","PSO J318.5-22",19,"False",0,0,0,0,0,"G",32,"P","0207_01","False","Mcfaddennon"
"187","Europa","True","55 Cancri e",24,"False",0,0,0.173199999995865,0,0,"D",6,"P","0210_01","True","Inicont"
"188","Mars","False","TRAPPIST-1e",29,"False",902,1,137,0,0,"F",44,"P","0211_01","True","Appie"
"189","Mars","True","TRAPPIST-1e",11,"False",0,0,0,0,0,"F",44,"P","0211_02","True","Appie"
"190","Mars","False","TRAPPIST-1e",17,"False",848,0,307,182,0,"F",44,"P","0211_03","False","Date"
"191","Earth","False","TRAPPIST-1e",13,"False",192,0,0,51,739,"E",9,"P","0212_01","False","Workmans"
"192","Earth","False","TRAPPIST-1e",35,"False",147,188,0,10,387,"F",45,"P","0212_02","False","Workmans"
"193","Earth","False","TRAPPIST-1e",21,"False",367,281,0,0,146,"F",46,"P","0213_01","False","Navages"
"194","Earth","False","55 Cancri e",21,"False",0,56,0,0,1918,"F",40,"S","0216_01","False","Garnes"
"195","Earth","False","TRAPPIST-1e",38,"False",1517,0,0,27,0,"F",47,"P","0217_01","False","Shieldson"
"196","Earth","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"G",36,"P","0219_01","True","River"
"197","Earth","True","TRAPPIST-1e",2,"False",0,0,0,0,0,"G",37,"P","0220_01","True","Wilsoney"
"198","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"G",37,"P","0220_02","True","Wilsoney"
"199","Earth","True","TRAPPIST-1e",13,"False",0,0,0,0,0,"G",37,"P","0220_03","False","Wilsoney"
"200","Earth","False","TRAPPIST-1e",25,"False",122,84,645.909363670553,0,0,"E",10,"P","0220_04","False","Wilsoney"
"201","Earth","False","TRAPPIST-1e",16,"False",0,3,0,0,1099,"F",48,"P","0220_05","False","Wilsoney"
"202","Earth","False","55 Cancri e",1,"False",0,0,0,0,0,"G",37,"P","0220_06","False","Wilsoney"
"203","Earth","True","TRAPPIST-1e",15,"False",0,0,0,0,0,"G",37,"P","0220_07","True","Wilsoney"
"204","Mars","False","55 Cancri e",21,"False",2237,0,119,0,0,"E",13,"S","0221_01","False","Blan"
"205","Mars","False","TRAPPIST-1e",23,"False",1215,80,1,2,0,"E",13,"S","0221_02","False","Reke"
"206","Mars","False","TRAPPIST-1e",33,"False",1933,12,188,1,0,"E",13,"S","0221_03","False","Reke"
"207","Mars","True","TRAPPIST-1e",21,"False",0,0,0,0,0,"E",13,"S","0221_04","True","Reke"
"208","Mars","False","TRAPPIST-1e",41,"False",1230,0,301,43,1023,"E",13,"S","0221_05","False","Reke"
"209","Mars","False","TRAPPIST-1e",16,"False",915,0,221,234,0,"E",13,"S","0221_06","False","Reke"
"210","Mars","True","TRAPPIST-1e",42,"False",0,0,0,0,0,"E",13,"S","0221_07","False","Reke"
"211","Mars","False","TRAPPIST-1e",20,"False",1406,0,0,11,0,"F",41,"S","0222_01","False","Perte"
"212","Mars","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"F",41,"S","0222_02","True","Deva"
"213","Mars","True","TRAPPIST-1e",16,"False",0,0,0,0,0,"E",14,"S","0222_03","True","Perte"
"214","Earth","False","TRAPPIST-1e",21,"False",0,2,665,0,9,"G",35,"S","0223_01","False","Sykess"
"215","Mars","False","TRAPPIST-1e",32,"True",181,0,5,1634,0,"F",42,"S","0224_01","False","Queen"
"216","Earth","True","PSO J318.5-22",58,"False",0,0,0,0,0,"G",38,"P","0225_01","True","Hortis"
"217","Earth","False","TRAPPIST-1e",24,"False",4,7,0,713,79,"F",43,"S","0229_01","False","Sellahaney"
"218","Mars","False","TRAPPIST-1e",30,"False",85,0,1,1720,0,"F",44,"S","0231_01","False","Nate"
"219","Earth","True","PSO J318.5-22",27,"False",0,-2.47132447839249e-11,0,0,0,"G",36,"S","0232_01","False","Bakerrison"
"220","Mars","False","TRAPPIST-1e",32,"False",56,0,256,1438,0,"F",45,"S","0233_01","False","Wist"
"221","Earth","False","TRAPPIST-1e",43,"False",100.848539571582,888,0,0,0,"F",50,"P","0234_01","False","Josey"
"222","Europa","True","TRAPPIST-1e",42,"False",0,0,0,0,0,"B",11,"P","0237_01","True","Aginge"
"223","Mars","False","TRAPPIST-1e",37,"False",637,0,0,92,319,"F",950.370330712527,"P","0239_01","False","Resty"
"224","Mars","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"F",52,"P","0240_01","True","Crie"
"225","Europa","False","55 Cancri e",33,"False",0,1249,0,4812,1116,"E",11,"P","0241_01","False","Dischod"
"226","Mars","False","TRAPPIST-1e",18,"False",313,1,691,283,0,"F",46,"S","0242_01","False","Sté"
"227","Earth","True","TRAPPIST-1e",21,"False",0,0,0,0,0,"G",37,"S","0243_01","False","Cartyernan"
"228","Mars","True","TRAPPIST-1e",43,"False",0,0,0,0,0,"F",769.443873951707,"S","0244_01","True","Sad"
"229","Mars","True","55 Cancri e",14,"False",0,0,0,0,0,"F",47,"S","0244_02","True","Sad"
"230","Europa","False","55 Cancri e",46,"False",0,3571,0,0,7,"C",6,"P","0245_01","True","Repumparte"
"231","Europa","False","TRAPPIST-1e",33,"False",0,86,796,584,10912,"C",6,"P","0245_02","False","Repumparte"
"232","Mars","False","TRAPPIST-1e",21,"False",2947,0,287,27,0,"D",8,"P","0246_01","False","Sesa"
"233","Europa","False","TRAPPIST-1e",33,"False",0,1,0,8620,1063,"C",10,"S","0248_01","False","Spanxibus"
"234","Earth","True","PSO J318.5-22",47,"False",0.984615384613877,0,0,0,0,"G",38,"S","0250_01","False","Kramosley"
"235","Europa","True","55 Cancri e",54,"False",0,0,0,0,0,"C",11,"S","0251_01","True","Amsive"
"236","Earth","False","TRAPPIST-1e",30,"False",335,695,541,0,0,"F",53,"P","0252_01","False","Byerry"
"237","Earth","False","TRAPPIST-1e",29,"False",272,615,0,0,1,"G",42,"P","0253_01","False","Cardner"
"238","Earth","False","TRAPPIST-1e",21,"False",702,172,408,2,6,"F",54,"P","0254_01","True","Stenson"
"239","Europa","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"A",3,"S","0255_01","True","Mingious"
"240","Mars","False","55 Cancri e",21,"False",1664,0,416.590190398324,0,0,"F",49,"S","0257_01","False","Berte"
"241","Mars","True","TRAPPIST-1e",60,"False",0,0,0,0,0,"F",49,"S","0257_02","True","Berte"
"242","Earth","False","TRAPPIST-1e",22,"False",0,0,313,299,92,"F",50,"S","0258_01","False","Cooperkins"
